Timestamp,Serial Number,Name,Mode,Alarm,rH,Temp
2022-12-30 20:07:13,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2022-12-30 14:46:08,1192,Rear Sliding Door Centre,STATE,RESET,0,11.3,
2022-12-30 09:25:32,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2022-12-30 04:05:00,1192,Rear Sliding Door Centre,STATE,RESET,0,7.1,
2022-12-29 22:44:48,1192,Rear Sliding Door Centre,STATE,RESET,0,6.4,
2022-12-29 17:24:22,1192,Rear Sliding Door Centre,STATE,RESET,0,8.5,
2022-12-29 12:03:24,1192,Rear Sliding Door Centre,STATE,RESET,0,14.8,
2022-12-29 06:42:01,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-29 01:21:21,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-28 20:00:31,1192,Rear Sliding Door Centre,STATE,RESET,0,9.9,
2022-12-28 14:39:38,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-28 09:18:42,1192,Rear Sliding Door Centre,STATE,RESET,0,9.9,
2022-12-28 03:57:50,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-27 22:37:07,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2022-12-27 17:16:30,1192,Rear Sliding Door Centre,STATE,RESET,0,8.9,
2022-12-27 11:55:39,1192,Rear Sliding Door Centre,STATE,RESET,0,11.3,
2022-12-27 06:35:21,1192,Rear Sliding Door Centre,STATE,RESET,0,4.7,
2022-12-27 01:15:21,1192,Rear Sliding Door Centre,STATE,RESET,0,5.4,
2022-12-26 19:55:10,1192,Rear Sliding Door Centre,STATE,RESET,0,6.1,
2022-12-26 14:34:40,1192,Rear Sliding Door Centre,STATE,RESET,0,10.6,
2022-12-26 09:12:28,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-26 03:51:54,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-25 22:31:08,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-25 17:10:24,1192,Rear Sliding Door Centre,STATE,RESET,0,8.9,
2022-12-25 11:49:35,1192,Rear Sliding Door Centre,STATE,RESET,0,9.9,
2022-12-25 11:49:23,1192,Rear Sliding Door Centre,STATE,RESET,0,9.9,
2022-12-25 06:28:32,1192,Rear Sliding Door Centre,STATE,RESET,0,8.9,
2022-12-25 01:07:47,1192,Rear Sliding Door Centre,STATE,RESET,0,8.9,
2022-12-24 19:47:00,1192,Rear Sliding Door Centre,STATE,RESET,0,7.8,
2022-12-24 14:26:22,1192,Rear Sliding Door Centre,STATE,RESET,0,9.9,
2022-12-24 09:05:18,1192,Rear Sliding Door Centre,STATE,RESET,0,8.2,
2022-12-24 03:44:44,1192,Rear Sliding Door Centre,STATE,RESET,0,7.8,
2022-12-23 22:23:58,1192,Rear Sliding Door Centre,STATE,RESET,0,8.5,
2022-12-23 17:03:12,1192,Rear Sliding Door Centre,STATE,RESET,0,10.3,
2022-12-23 11:42:10,1192,Rear Sliding Door Centre,STATE,RESET,0,8.5,
2022-12-23 06:21:32,1192,Rear Sliding Door Centre,STATE,RESET,0,7.8,
2022-12-23 01:00:49,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-22 19:39:48,1192,Rear Sliding Door Centre,STATE,RESET,0,9.9,
2022-12-22 14:18:54,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-22 08:58:14,1192,Rear Sliding Door Centre,STATE,RESET,0,6.8,
2022-12-22 03:37:47,1192,Rear Sliding Door Centre,STATE,RESET,0,7.1,
2022-12-21 22:17:16,1192,Rear Sliding Door Centre,STATE,RESET,0,7.8,
2022-12-21 16:56:35,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2022-12-21 11:35:38,1192,Rear Sliding Door Centre,STATE,RESET,0,10.3,
2022-12-21 06:14:59,1192,Rear Sliding Door Centre,STATE,RESET,0,6.8,
2022-12-21 00:54:40,1192,Rear Sliding Door Centre,STATE,RESET,0,6.4,
2022-12-20 19:34:18,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2022-12-20 14:13:27,1192,Rear Sliding Door Centre,STATE,RESET,0,13.1,
2022-12-20 08:51:37,1192,Rear Sliding Door Centre,STATE,RESET,0,10.6,
2022-12-20 03:30:32,1192,Rear Sliding Door Centre,STATE,RESET,0,10.6,
2022-12-19 22:09:21,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2022-12-19 16:48:14,1192,Rear Sliding Door Centre,STATE,RESET,0,10.3,
2022-12-19 11:27:12,1192,Rear Sliding Door Centre,STATE,RESET,0,10.3,
